TOWN,TRACT,LON,LAT,MEDV,CMEDV,CRIM,log_crim,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,log_tax,PTRATIO,B,LSTAT,value_segment,high_value,dist_boston_core,north_south,east_west,spatial_zone
Boston Roxbury,819,-71.08535901052632,42.31197148421053,14.5,14.5,8.49213,2.2504630342235155,0.0,18.1,0,0.584,6.348,86.1,2.0527,24,666,6.502790045915623,20.2,83.45,17.64,Low,0,0.055776086336089506,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Roxbury,820,-71.09155901052631,42.30897148421053,14.1,14.1,10.0623,2.4035429310745737,0.0,18.1,0,0.584,6.833,94.3,2.0882,24,666,6.502790045915623,20.2,81.33,19.69,Low,0,0.06162981934285985,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Roxbury,821,-71.08735901052631,42.30797148421053,16.1,16.1,6.44405,2.0074150555763612,0.0,18.1,0,0.584,6.425,74.8,2.2004,24,666,6.502790045915623,20.2,97.95,12.03,Low,0,0.06023816045822954,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Roxbury,810,-71.08885901052632,42.30537148421053,14.2,14.2,7.02259,2.0822613123870632,0.0,18.1,0,0.718,6.006,95.3,1.8746,24,666,6.502790045915623,20.2,319.98,15.7,Low,0,0.06323979197527564,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Savin Hill,913,-71.05805720000001,42.30586300000001,10.8,10.8,12.8023,2.6248352449424797,0.0,18.1,0,0.74,5.854,96.6,1.8956,24,666,6.502790045915623,20.2,240.52,23.79,Low,0,0.054147321640492435,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Savin Hill,912,-71.05605720000001,42.30856300000001,15.4,15.4,9.96654,2.394848818884537,0.0,18.1,0,0.74,6.485,100.0,1.9784,24,666,6.502790045915623,20.2,386.73,18.85,Low,0,0.051445639667898446,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Savin Hill,914,-71.05455720000002,42.31106300000001,11.8,11.8,10.6718,2.457175676049689,0.0,18.1,0,0.74,6.459,94.8,1.9879,24,666,6.502790045915623,20.2,43.06,23.98,Low,0,0.04899793098528492,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Savin Hill,911,-71.05405720000002,42.31366300000001,18.4,14.8,5.66637,1.8970754838957269,0.0,18.1,0,0.74,6.219,100.0,2.0048,24,666,6.502790045915623,20.2,395.69,16.59,Mid-low,0,0.04643035258146019,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Savin Hill,915,-71.05305720000001,42.31606300000001,14.9,14.9,6.28807,1.9862387647413884,0.0,18.1,0,0.74,6.341,96.4,2.072,24,666,6.502790045915623,20.2,318.01,17.79,Low,0,0.04411355393571537,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Savin Hill,920,-71.05305720000001,42.31816300000001,15.2,15.2,5.44114,1.862705543083853,0.0,18.1,0,0.713,6.655,98.2,2.3552,24,666,6.502790045915623,20.2,355.29,17.73,Low,0,0.042022377857979645,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Savin Hill,921,-71.04555720000002,42.31836300000001,16.1,16.1,5.09017,1.8066759959463214,0.0,18.1,0,0.713,6.297,91.8,2.3682,24,666,6.502790045915623,20.2,385.09,17.27,Low,0,0.04318075312958956,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Savin Hill,922,-71.04065720000001,42.31686300000001,17.8,17.8,8.24809,2.224417043716578,0.0,18.1,0,0.713,7.393,99.3,2.4527,24,666,6.502790045915623,20.2,375.87,16.74,Mid-low,0,0.04612903511714253,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Savin Hill,923,-71.0430572,42.30936300000001,14.9,14.4,9.51363,2.3526725106043593,0.0,18.1,0,0.713,6.728,94.1,2.4961,24,666,6.502790045915623,20.2,6.68,18.71,Low,0,0.05252149503620982,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Savin Hill,919,-71.04255720000002,42.31336300000001,13.4,13.4,6.71772,2.0435189836286223,0.0,18.1,0,0.713,6.749,92.6,2.3236,24,666,6.502790045915623,20.2,0.32,17.44,Low,0,0.048822169563002546,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Savin Hill,916,-71.04635720000002,42.31356300000001,12.6,12.6,9.92485,2.39104001091028,0.0,18.1,0,0.74,6.251,96.6,2.198,24,666,6.502790045915623,20.2,388.52,16.44,Low,0,0.04764099244179096,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Savin Hill,910,-71.04905720000001,42.31636300000001,17.1,17.1,9.72418,2.372501005014648,0.0,18.1,0,0.74,6.406,97.2,2.0651,24,666,6.502790045915623,20.2,385.96,19.52,Mid-low,0,0.04435398337059506,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Savin Hill,924,-71.05105720000002,42.31336300000001,14.1,14.1,4.75237,1.749611943801969,0.0,18.1,0,0.713,6.525,86.5,2.4358,24,666,6.502790045915623,20.2,50.92,18.13,Low,0,0.04701411108208767,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Savin Hill,908,-71.04755720000001,42.31116300000001,10.5,10.5,22.0511,3.137713490646716,0.0,18.1,0,0.74,5.818,92.4,1.8662,24,666,6.502790045915623,20.2,391.45,22.11,Low,0,0.04974152230118186,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Savin Hill,907,-71.04555720000002,42.30836300000001,12.8,12.8,9.39063,2.340904438499074,0.0,18.1,0,0.74,5.627,93.9,1.8172,24,666,6.502790045915623,20.2,396.9,22.88,Low,0,0.05288967234573146,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Savin Hill,901,-71.04855720000002,42.30636300000001,14.3,14.3,5.58107,1.8841973460987684,0.0,18.1,0,0.713,6.436,87.9,2.3158,24,666,6.502790045915623,20.2,100.19,16.22,Low,0,0.05429740915401396,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Savin Hill,904,-71.05135720000001,42.30886300000001,9.6,9.6,14.4208,2.7357172474638767,0.0,18.1,0,0.74,6.461,93.3,2.0026,24,666,6.502790045915623,20.2,27.49,18.05,Low,0,0.0514473902237894,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Savin Hill,906,-71.05455720000002,42.30536300000001,8.4,8.4,13.6781,2.6863565870169546,0.0,18.1,0,0.74,5.935,87.9,1.8206,24,666,6.502790045915623,20.2,68.95,34.02,Low,0,0.054691581078252775,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Savin Hill,902,-71.04955720000001,42.30386300000001,11.7,11.7,13.9134,2.7022601376565687,0.0,18.1,0,0.713,6.208,95.0,2.2222,24,666,6.502790045915623,20.2,100.63,15.17,Low,0,0.05662824419703523,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Savin Hill,905,-71.04255720000002,42.30336300000001,8.7,8.2,15.1772,2.7836028435028815,0.0,18.1,0,0.74,6.152,100.0,1.9142,24,666,6.502790045915623,20.2,9.32,26.45,Low,0,0.05844950163036588,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Savin Hill,917,-71.04855720000002,42.30136300000001,14.1,14.1,9.32909,2.3349641863179325,0.0,18.1,0,0.713,6.185,98.7,2.2616,24,666,6.502790045915623,20.2,396.9,18.13,Low,0,0.05924169680924557,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Savin Hill,918,-71.05405720000002,42.30116300000001,13.0,13.0,7.52601,2.143121491225277,0.0,18.1,0,0.713,6.417,98.3,2.185,24,666,6.502790045915623,20.2,304.21,19.31,Low,0,0.058910547789328145,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Savin Hill,903,-71.05955720000001,42.30236300000001,13.4,13.4,11.1604,2.498184770733843,0.0,18.1,0,0.74,6.629,94.6,2.1247,24,666,6.502790045915623,20.2,109.85,23.27,Low,0,0.057693700183288746,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston South Boston,607,-71.03673883846155,42.33768216153846,6.3,6.3,9.91655,2.390279986333144,0.0,18.1,0,0.693,5.852,77.8,1.5004,24,666,6.502790045915623,20.2,338.16,29.97,Low,0,0.030143002180984157,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston South Boston,612,-71.04003883846154,42.33598216153846,8.3,8.3,24.8017,3.250440381229692,0.0,18.1,0,0.693,5.349,96.0,1.7028,24,666,6.502790045915623,20.2,396.9,19.77,Low,0,0.029403019659523997,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston South Boston,610,-71.04203883846155,42.336282161538456,12.1,12.1,9.59571,2.360449202216868,0.0,18.1,0,0.693,6.404,100.0,1.639,24,666,6.502790045915623,20.2,376.11,20.31,Low,0,0.028042329002197785,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston South Boston,609,-71.04603883846154,42.33598216153846,7.2,7.2,14.2362,2.7236741753351374,0.0,18.1,0,0.693,6.343,100.0,1.5741,24,666,6.502790045915623,20.2,396.9,20.32,Low,0,0.02640082624913124,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston South Boston,608,-71.04503883846155,42.33908216153846,5.6,5.6,25.0461,3.2598680448992714,0.0,18.1,0,0.693,5.987,100.0,1.5888,24,666,6.502790045915623,20.2,396.9,26.77,Low,0,0.024096168808591223,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston South Boston,606,-71.04303883846154,42.34568216153846,5.0,5.0,38.3518,3.672541717146316,0.0,18.1,0,0.693,5.453,100.0,1.4896,24,666,6.502790045915623,20.2,396.9,30.59,Low,0,0.0199978631286861,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston South Boston,603,-71.05303883846155,42.33988216153846,13.1,13.1,8.71675,2.273851200420946,0.0,18.1,0,0.693,6.471,98.8,1.7257,24,666,6.502790045915623,20.2,391.98,17.12,Low,0,0.020504102640648728,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston South Boston,604,-71.05263883846155,42.337782161538456,12.5,12.5,5.87205,1.9274624605576969,0.0,18.1,0,0.693,6.405,96.0,1.6768,24,666,6.502790045915623,20.2,396.9,19.37,Low,0,0.02264182139024439,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston South Boston,602,-71.05003883846155,42.33818216153846,12.7,12.7,13.3598,2.6644326359464867,0.0,18.1,0,0.693,5.887,94.7,1.7821,24,666,6.502790045915623,20.2,396.9,16.35,Low,0,0.022901437620774037,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston South Boston,601,-71.05003883846155,42.33548216153846,13.8,13.8,8.64476,2.266414762688843,0.0,18.1,0,0.693,6.193,92.6,1.7912,24,666,6.502790045915623,20.2,396.9,15.17,Low,0,0.0254869019849553,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston South Boston,613,-71.05323883846154,42.33468216153846,8.5,8.5,41.5292,3.7501908988370403,0.0,18.1,0,0.693,5.531,85.4,1.6074,24,666,6.502790045915623,20.2,329.46,27.38,Low,0,0.025595688708902296,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston South Boston,614,-71.05453883846154,42.33678216153846,5.0,5.0,67.9208,4.232958019253417,0.0,18.1,0,0.693,5.683,100.0,1.4254,24,666,6.502790045915623,20.2,384.97,22.98,Low,0,0.02334791937078371,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston South Boston,605,-71.05203883846154,42.34238216153846,8.5,8.5,7.67202,2.160101750967694,0.0,18.1,0,0.693,5.747,98.9,1.6334,24,666,6.502790045915623,20.2,393.1,19.92,Low,0,0.018303042257166155,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston West Roxbury,1303,-71.1676506,42.2851804,25.0,25.0,5.73116,1.9067474913596385,0.0,18.1,0,0.532,7.061,77.0,3.4106,24,666,6.502790045915623,20.2,395.28,7.01,Mid-high,1,0.1335721820759083,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston West Roxbury,1302,-71.1618506,42.2841804,23.7,23.7,5.70818,1.9033276772324317,0.0,18.1,0,0.532,6.75,74.9,3.3317,24,666,6.502790045915623,20.2,393.07,7.74,Mid-high,0,0.12939188562084827,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston West Roxbury,1301,-71.1568506,42.2776804,23.0,23.0,5.82401,1.9204472756044826,0.0,18.1,0,0.532,6.242,64.7,3.4242,24,666,6.502790045915623,20.2,396.9,10.74,Mid-high,0,0.1294088824792138,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston West Roxbury,1304,-71.16435059999999,42.2719804,21.8,21.8,2.81838,1.3398262488998969,0.0,18.1,0,0.532,5.762,40.3,4.0983,24,666,6.502790045915623,20.2,392.92,10.42,Mid-high,0,0.13882219312674113,Southern tracts,Western tracts,Southern tracts / Western tracts
Braintree,4197,-71.01520129999999,42.210739200000006,23.0,23.0,0.30347,0.2650299391668473,0.0,7.38,0,0.493,6.312,28.9,5.4159,5,287,5.662960480135946,19.6,396.9,6.15,Mid-high,0,0.15500296041795228,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Braintree,4198,-71.00420129999999,42.21573920000001,22.2,22.2,0.24103,0.21594167998346536,0.0,7.38,0,0.493,6.083,43.7,5.4159,5,287,5.662960480135946,19.6,396.9,12.79,Mid-high,0,0.153619273329646,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Braintree,4192,-70.99670129999998,42.218439200000006,23.1,23.1,0.18159,0.1668609890983406,0.0,7.38,0,0.493,6.376,54.3,4.5404,5,287,5.662960480135946,19.6,396.9,6.87,Mid-high,0,0.15386810364182166,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Braintree,4191,-70.99010129999999,42.21923920000001,23.8,23.8,0.1676,0.15495035999782264,0.0,7.38,0,0.493,6.426,52.3,4.5404,5,287,5.662960480135946,19.6,396.9,7.2,Mid-high,0,0.1558494109014469,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Braintree,4194,-70.9962013,42.20823920000001,18.5,18.5,0.28392,0.2499178980307637,0.0,7.38,0,0.493,5.708,74.3,4.7211,5,287,5.662960480135946,19.6,391.13,11.74,Mid-low,0,0.16348645918952454,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Braintree,4195,-71.00670129999999,42.18833920000001,25.0,25.0,0.34109,0.29348271614145116,0.0,7.38,0,0.493,6.415,40.1,4.7211,5,287,5.662960480135946,19.6,396.9,6.12,Mid-high,1,0.1788781414212709,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Braintree,4193,-71.00620129999999,42.19923920000001,20.4,20.4,0.35114,0.3009486805521662,0.0,7.38,0,0.493,6.041,49.9,4.7211,5,287,5.662960480135946,19.6,396.9,7.7,Mid-low,0,0.16859579691774293,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Braintree,4196,-71.0167013,42.203239200000006,24.6,24.6,0.19186,0.17551511208097656,0.0,7.38,0,0.493,6.431,14.7,5.4159,5,287,5.662960480135946,19.6,393.68,5.08,Mid-high,0,0.16185775742400685,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Brookline,4003,-71.11193016666665,42.33689753333332,30.1,30.1,0.65665,0.5047974910276488,20.0,3.97,0,0.647,6.842,100.0,2.0107,5,264,5.579729825986222,13.0,391.93,6.9,High,1,0.0595906634978251,Southern tracts,Western tracts,Southern tracts / Western tracts
Brookline,4012,-71.11673016666666,42.33729753333333,43.5,43.5,0.5405,0.43210703905458553,20.0,3.97,0,0.575,7.47,52.6,2.872,5,264,5.579729825986222,13.0,390.3,3.16,High,1,0.06389909860692568,Southern tracts,Western tracts,Southern tracts / Western tracts
Brookline,4011,-71.12053016666665,42.33709753333333,50.0,50.0,0.57834,0.4563736618258477,20.0,3.97,0,0.575,8.297,67.0,2.4216,5,264,5.579729825986222,13.0,384.54,7.44,High,1,0.06753225196978556,Southern tracts,Western tracts,Southern tracts / Western tracts
Brookline,4010,-71.12403016666666,42.333597533333325,30.7,30.7,0.7857,0.579810495220942,20.0,3.97,0,0.647,7.014,84.6,2.1329,5,264,5.579729825986222,13.0,384.07,14.79,High,1,0.07204258108538547,Southern tracts,Western tracts,Southern tracts / Western tracts
Brookline,4008,-71.12303016666665,42.33159753333332,36.5,36.5,0.55007,0.4383000912017374,20.0,3.97,0,0.647,7.206,91.6,1.9301,5,264,5.579729825986222,13.0,387.89,8.1,High,1,0.07187964261720586,Southern tracts,Western tracts,Southern tracts / Western tracts
Brookline,4007,-71.12753016666666,42.32959753333333,31.0,31.0,0.82526,0.6017224426405978,20.0,3.97,0,0.647,7.327,94.5,2.0788,5,264,5.579729825986222,13.0,393.42,11.25,High,1,0.07680373942357582,Southern tracts,Western tracts,Southern tracts / Western tracts
Brookline,4006,-71.11903016666666,42.327597533333325,48.8,48.8,0.52014,0.4188024358799136,20.0,3.97,0,0.647,8.398,91.5,2.2885,5,264,5.579729825986222,13.0,386.86,5.91,High,1,0.0699832938834581,Southern tracts,Western tracts,Southern tracts / Western tracts
Brookline,4005,-71.11503016666666,42.33259753333333,43.1,43.1,0.53412,0.42795692674339125,20.0,3.97,0,0.647,7.52,89.4,2.1398,5,264,5.579729825986222,13.0,388.37,7.26,High,1,0.06417472573200246,Southern tracts,Western tracts,Southern tracts / Western tracts
Brookline,4004,-71.11403016666665,42.32959753333333,33.8,33.8,0.54011,0.4318538424460674,20.0,3.97,0,0.647,7.203,81.8,2.1121,5,264,5.579729825986222,13.0,392.8,9.59,High,1,0.06462777954907567,Southern tracts,Western tracts,Southern tracts / Western tracts
Brookline,4002,-71.11653016666666,42.326097533333325,36.0,36.0,0.66351,0.508929827880027,20.0,3.97,0,0.647,7.333,100.0,1.8946,5,264,5.579729825986222,13.0,383.29,7.79,High,1,0.06850706525202686,Southern tracts,Western tracts,Southern tracts / Western tracts
Brookline,4001,-71.12903016666665,42.32209753333333,50.0,50.0,0.61154,0.47719024356009226,20.0,3.97,0,0.647,8.704,86.9,1.801,5,264,5.579729825986222,13.0,389.7,5.12,High,1,0.08139374600940537,Southern tracts,Western tracts,Southern tracts / Western tracts
Brookline,4009,-71.13653016666666,42.33709753333333,22.8,22.8,0.76162,0.5662338402369981,20.0,3.97,0,0.647,5.56,62.8,1.9865,5,264,5.579729825986222,13.0,392.4,10.45,Mid-high,0,0.08276213137325744,Southern tracts,Western tracts,Southern tracts / Western tracts
Cambridge,3521,-71.08990683333332,42.37107913333333,13.4,13.4,3.32105,1.4634984282783583,0.0,19.58,1,0.871,5.403,100.0,1.3216,5,403,6.0014148779611505,14.7,396.9,26.82,Low,0,0.03472185011551464,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3543,-71.09380683333332,42.37187913333333,22.7,22.7,2.24236,1.176301459715032,0.0,19.58,0,0.605,5.854,91.8,2.422,5,403,6.0014148779611505,14.7,395.11,11.64,Mid-high,0,0.0386763078483135,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3545,-71.09290683333332,42.36937913333333,50.0,50.0,2.01019,1.1020031996922046,0.0,19.58,0,0.605,7.929,96.2,2.0459,5,403,6.0014148779611505,14.7,369.3,3.7,High,1,0.03711157261705348,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3544,-71.09590683333332,42.36787913333333,25.0,25.0,2.924,1.3671115417031166,0.0,19.58,0,0.605,6.101,93.0,2.2834,5,403,6.0014148779611505,14.7,240.16,9.81,Mid-high,1,0.03969662985834853,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3548,-71.10090683333331,42.36987913333333,22.3,22.3,2.44953,1.2382379898788045,0.0,19.58,0,0.605,6.402,95.2,2.2625,5,403,6.0014148779611505,14.7,330.04,11.32,Mid-high,0,0.045004525203324944,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3546,-71.09740683333331,42.37107913333333,23.8,23.8,1.80028,1.0297194121814917,0.0,19.58,0,0.605,5.877,79.2,2.4259,5,403,6.0014148779611505,14.7,227.61,12.14,Mid-high,0,0.04189820253236913,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3547,-71.09860683333332,42.37287913333333,23.8,23.8,2.3004,1.194043673248051,0.0,19.58,0,0.605,6.319,96.1,2.1,5,403,6.0014148779611505,14.7,297.09,11.1,Mid-high,0,0.04355457100516774,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3539,-71.09990683333332,42.37187913333333,27.0,27.0,1.27346,0.8213029001101178,0.0,19.58,1,0.605,6.25,92.6,1.7984,5,403,6.0014148779611505,14.7,338.92,5.5,High,1,0.04452089571700316,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3540,-71.10390683333331,42.37247913333333,50.0,50.0,1.46336,0.9015262716731895,0.0,19.58,0,0.605,7.489,90.8,1.9709,5,403,6.0014148779611505,14.7,374.43,1.73,High,1,0.04853843613168755,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3527,-71.10410683333332,42.36937913333333,17.8,17.8,2.33099,1.2032695571055652,0.0,19.58,0,0.871,5.186,93.8,1.5296,5,403,6.0014148779611505,14.7,356.99,28.32,Mid-low,0,0.04803146769334962,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3542,-71.10090683333331,42.36587913333333,50.0,50.0,1.51902,0.9238699369975489,0.0,19.58,1,0.605,8.375,93.9,2.162,5,403,6.0014148779611505,14.7,388.45,3.32,High,1,0.04429869323253352,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3538,-71.10640683333331,42.36387913333333,23.3,23.3,1.42502,0.8858397717781171,0.0,19.58,0,0.871,6.51,100.0,1.7659,5,403,6.0014148779611505,14.7,364.31,7.39,Mid-high,0,0.04955888270979243,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3528,-71.10810683333331,42.36507913333333,15.4,15.4,2.73397,1.317472010807663,0.0,19.58,0,0.871,5.597,94.9,1.5257,5,403,6.0014148779611505,14.7,351.85,21.45,Low,0,0.05135860209133616,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3550,-71.10990683333331,42.36387913333333,19.1,19.1,2.3139,1.1981257435340087,0.0,19.58,0,0.605,5.88,97.3,2.3887,5,403,6.0014148779611505,14.7,348.13,12.03,Mid-low,0,0.05304885190818347,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3522,-71.10860683333331,42.36887913333333,15.6,15.6,4.0974,1.6287306058145095,0.0,19.58,0,0.871,5.468,100.0,1.4118,5,403,6.0014148779611505,14.7,396.9,26.42,Low,0,0.052365105322562326,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3537,-71.11090683333332,42.37737913333333,24.3,24.3,1.34284,0.8513638686748988,0.0,19.58,0,0.605,6.066,100.0,1.7573,5,403,6.0014148779611505,14.7,353.89,6.43,Mid-high,0,0.0566390409121075,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3524,-71.10890683333331,42.37337913333333,13.8,13.8,2.37934,1.2176804241557975,0.0,19.58,0,0.871,6.13,100.0,1.4191,5,403,6.0014148779611505,14.7,172.91,27.8,Low,0,0.05360336328480302,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3541,-71.10690683333331,42.37117913333333,50.0,50.0,1.83377,1.0416079806003153,0.0,19.58,1,0.605,7.802,98.2,2.0407,5,403,6.0014148779611505,14.7,389.61,1.92,High,1,0.05114357276768131,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3549,-71.11190683333331,42.37027913333333,17.4,17.4,1.20742,0.7918244127486899,0.0,19.58,0,0.605,5.875,94.6,2.4259,5,403,6.0014148779611505,14.7,292.29,14.43,Mid-low,0,0.05586072796496383,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3536,-71.11540683333331,42.37707913333333,41.3,41.3,1.22358,0.7991185096332698,0.0,19.58,0,0.605,6.943,97.4,1.8773,5,403,6.0014148779611505,14.7,363.43,4.59,High,1,0.060852731865073714,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3535,-71.11890683333331,42.37387913333333,13.1,13.1,2.44668,1.2374114488766446,0.0,19.58,0,0.871,5.272,94.0,1.7364,5,403,6.0014148779611505,14.7,88.63,16.14,Low,0,0.06344356827482754,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3534,-71.12340683333332,42.37387913333333,15.6,15.6,3.53501,1.5118272886363335,0.0,19.58,1,0.871,6.152,82.6,1.7455,5,403,6.0014148779611505,14.7,88.01,15.02,Low,0,0.067841711766755,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3533,-71.13370683333332,42.37537913333333,17.0,17.0,1.41385,0.8812229832136547,0.0,19.58,1,0.871,6.129,96.0,1.7494,5,403,6.0014148779611505,14.7,321.02,15.12,Low,0,0.07823334341641,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3523,-71.12390683333331,42.37837913333333,11.8,11.8,2.77974,1.3296552241970494,0.0,19.58,0,0.871,4.903,97.8,1.3459,5,403,6.0014148779611505,14.7,396.9,29.29,Low,0,0.0693852786171188,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3531,-71.11890683333331,42.37937913333333,15.3,15.3,1.12658,0.754515055507092,0.0,19.58,1,0.871,5.012,88.0,1.6102,5,403,6.0014148779611505,14.7,343.28,12.12,Low,0,0.06486915154454607,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3530,-71.12850683333332,42.38337913333333,19.6,19.6,1.49632,0.9148176474178114,0.0,19.58,0,0.871,5.404,100.0,1.5916,5,403,6.0014148779611505,14.7,341.6,13.28,Mid-low,0,0.07523171597654975,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3529,-71.11590683333331,42.38197913333333,21.5,21.5,1.6566,0.977047109716266,0.0,19.58,0,0.871,6.122,97.3,1.618,5,403,6.0014148779611505,14.7,372.8,14.1,Mid-high,0,0.06287366153997057,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3526,-71.11940683333331,42.38397913333333,14.6,14.6,2.36862,1.2145031649491107,0.0,19.58,0,0.871,4.926,95.7,1.4608,5,403,6.0014148779611505,14.7,391.71,29.53,Low,0,0.06685515449170215,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3525,-71.12290683333332,42.38567913333333,15.6,15.6,2.15505,1.1490043437281394,0.0,19.58,0,0.871,5.628,100.0,1.5166,5,403,6.0014148779611505,14.7,169.27,16.65,Low,0,0.07073279698114969,Northern tracts,Western tracts,Northern tracts / Western tracts
Cambridge,3532,-71.12110683333331,42.38787913333333,19.4,19.4,2.14918,1.1471421014887528,0.0,19.58,0,0.871,5.709,98.5,1.6232,5,403,6.0014148779611505,14.7,261.95,15.79,Mid-low,0,0.0699065959365968,Northern tracts,Western tracts,Northern tracts / Western tracts
Chelsea,1602,-71.0293484,42.3886438,7.0,7.0,0.18337,0.16836630025465413,0.0,27.74,0,0.609,5.414,98.3,1.7554,4,711,6.568077911411976,20.1,344.05,23.97,Low,0,0.03981304134325568,Northern tracts,Eastern tracts,Northern tracts / Eastern tracts
Chelsea,1606,-71.0332484,42.3877438,20.1,20.1,0.11132,0.10554849798804088,0.0,27.74,0,0.609,5.983,83.5,2.1099,4,711,6.568077911411976,20.1,396.9,13.35,Mid-low,0,0.03652200625650294,Northern tracts,Eastern tracts,Northern tracts / Eastern tracts
Chelsea,1601,-71.0349484,42.3910438,15.2,15.2,0.15086,0.14050948897951462,0.0,27.74,0,0.609,5.454,92.7,1.8209,4,711,6.568077911411976,20.1,395.09,18.06,Low,0,0.038078741851587376,Northern tracts,Eastern tracts,Northern tracts / Eastern tracts
